ugyfel,number_of_visits,min_date_diff,avg_date_diff,max_date_diff
18751,20,0,18.5,57
12476,20,1,18.5,58
18973,21,0,18.5,62
17144,19,2,18.5,41
18517,18,1,18.6,60
18488,18,0,18.6,75
19544,14,1,18.6,48
7977,20,0,18.6,55
5316,18,1,18.6,47
18465,20,2,18.6,60
16927,14,2,18.6,53
16784,17,1,18.6,60
7549,20,2,18.6,91
12227,17,2,18.6,90
16743,19,1,18.6,85
935,21,2,18.6,38
8094,21,2,18.6,65
15053,20,2,18.6,56
3816,18,1,18.6,61
15078,19,0,18.6,59
3398,17,0,18.6,54
7420,16,2,18.6,51
5301,20,1,18.6,55
3842,19,1,18.6,52
19075,16,0,18.6,62
12721,19,1,18.6,69
848,20,2,18.6,59
8256,20,1,18.6,72
12108,17,1,18.6,65
18396,18,1,18.6,67
3347,17,1,18.6,76
16667,20,1,18.6,96
8323,20,0,18.6,86
10604,19,0,18.6,49
12816,17,1,18.6,56
795,18,3,18.6,44
793,18,1,18.6,70
19432,21,1,18.6,59
3286,19,1,18.6,76
8390,20,1,18.6,83
18636,20,1,18.6,90
7171,19,4,18.6,60
14784,16,1,18.6,39
18640,20,4,18.6,48
11898,18,0,18.6,59
7147,20,1,18.6,77
3998,19,1,18.6,68
7142,14,0,18.6,110
11887,19,2,18.6,67
11871,15,4,18.6,67
3193,20,0,18.6,77
19661,17,1,18.6,53
17153,18,1,18.6,69
12937,18,0,18.6,84
713,14,0,18.6,74
12954,20,0,18.6,72
8677,19,5,18.6,48
18686,20,0,18.6,57
4075,18,0,18.6,70
19402,21,1,18.6,66
16522,19,1,18.6,62
17173,16,2,18.6,64
7002,14,1,18.6,48
16512,14,0,18.6,76
14728,19,0,18.6,45
13063,20,0,18.6,57
11785,18,0,18.6,99
17198,20,2,18.6,75
3103,16,0,18.6,40
8800,19,2,18.6,69
13115,21,1,18.6,43
6863,19,0,18.6,64
8877,16,0,18.6,75
1492,17,1,18.6,78
6741,19,2,18.6,55
11635,18,2,18.6,66
16391,19,0,18.6,86
1517,16,2,18.6,41
17309,21,1,18.6,69
549,21,0,18.6,55
2942,21,1,18.6,91
16370,18,1,18.6,59
4310,18,2,18.6,53
2926,13,0,18.6,60
6600,20,0,18.6,61
10554,17,0,18.6,73
4335,17,2,18.6,73
15346,17,1,18.6,52
11509,19,1,18.6,66
6560,20,0,18.6,65
14588,18,0,18.6,65
2877,17,2,18.6,82
16304,20,1,18.6,88
9234,21,0,18.6,96
5200,16,1,18.6,66
17380,19,1,18.6,57
16282,18,0,18.6,67
15721,16,1,18.6,57
11395,21,0,18.6,50
6430,18,1,18.6,59
11372,20,1,18.6,64
11339,18,2,18.6,66
15412,19,0,18.6,44
15413,21,0,18.6,89
11297,18,2,18.6,40
15438,18,1,18.6,52
16204,19,1,18.6,55
2715,21,0,18.6,46
9469,19,0,18.6,63
6272,17,0,18.6,61
19243,19,1,18.6,66
19821,18,1,18.6,48
13593,20,1,18.6,72
9506,20,0,18.6,57
9534,19,0,18.6,104
6176,19,0,18.6,48
14495,20,2,18.6,42
14178,20,0,18.6,78
17523,19,2,18.6,70
355,21,1,18.6,80
9592,19,0,18.6,65
11091,18,1,18.6,52
2623,20,2,18.6,63
13701,18,0,18.6,46
11006,20,0,18.6,69
9822,16,2,18.6,49
1862,17,2,18.6,63
15708,19,0,18.6,54
5827,17,0,18.6,109
10888,20,2,18.6,45
4820,21,2,18.6,61
17655,21,1,18.6,68
10414,20,1,18.6,65
10784,20,0,18.6,69
10030,14,0,18.6,79
17833,21,1,18.6,50
14022,17,2,18.6,59
123,19,1,18.6,57
121,20,1,18.6,55
15653,19,3,18.6,47
4929,20,0,18.6,55
15885,18,0,18.6,62
10163,19,1,18.6,41
15863,20,0,18.6,59
2016,21,0,18.6,42
10234,18,0,18.6,45
17931,20,2,18.6,79
76,21,1,18.6,79
17781,18,0,18.6,69
15843,19,1,18.6,43
10280,20,1,18.6,51
10283,19,1,18.6,81
5435,20,1,18.6,64
7864,20,1,18.6,46
18504,18,0,18.6,53
5074,21,3,18.6,59
7796,19,1,18.6,55
12400,19,2,18.6,83
3624,20,1,18.6,62
7776,20,2,18.6,64
3646,19,1,18.6,69
13558,20,4,18.7,70
3059,19,1,18.7,45
12851,19,0,18.7,40
15764,21,1,18.7,52
14805,20,0,18.7,91
11933,17,2,18.7,56
7092,20,1,18.7,59
5228,19,1,18.7,64
9,21,1,18.7,81
1315,15,6,18.7,47
11259,19,0,18.7,63
4484,16,3,18.7,74
13514,20,0,18.7,70
6893,19,2,18.7,58
5014,15,0,18.7,56
17830,19,0,18.7,65
9395,17,0,18.7,70
13396,18,1,18.7,101
15175,15,1,18.7,51
4448,21,1,18.7,66
5446,17,0,18.7,55
18812,15,2,18.7,57
2793,21,0,18.7,55
2126,17,0,18.7,59
10639,20,0,18.7,98
13455,19,1,18.7,59
10640,20,0,18.7,98
7688,17,0,18.7,73
9299,19,1,18.7,64
1346,14,0,18.7,42
4432,19,0,18.7,47
2057,19,1,18.7,78
19965,19,1,18.7,82
19086,20,1,18.7,86
4085,19,0,18.7,70
14662,16,4,18.7,38
8966,15,1,18.7,36
8917,18,2,18.7,62
10229,15,3,18.7,86
14074,19,0,18.7,126
8972,19,0,18.7,50
17800,19,2,18.7,86
12550,15,0,18.7,57
14340,20,1,18.7,58
12240,19,0,18.7,55
3547,19,1,18.7,56
12334,18,0,18.7,53
2184,19,0,18.7,40
16958,19,0,18.7,83
9031,21,2,18.7,61
5621,19,2,18.7,65
5341,20,1,18.7,69
7037,21,1,18.7,86
4073,15,0,18.7,39
10716,20,1,18.7,73
8906,17,2,18.7,55
12228,18,1,18.7,72
13978,19,0,18.7,110
2364,16,1,18.7,71
8897,19,2,18.7,80
1153,14,3,18.7,86
16505,14,0,18.7,52
5164,18,2,18.7,71
13950,18,0,18.7,58
17844,19,2,18.7,47
12208,20,0,18.7,75
2940,20,1,18.7,55
17161,19,0,18.7,61
12608,13,0,18.7,86
2933,20,1,18.7,82
1469,21,1,18.7,124
9994,20,1,18.7,67
8154,21,0,18.7,52
18189,19,0,18.7,111
16367,20,0,18.7,97
5750,21,1,18.7,43
12621,21,1,18.7,49
19739,18,1,18.7,83
12344,21,0,18.7,100
10842,18,2,18.7,51
4810,18,3,18.7,106
5793,21,1,18.7,54
7454,18,1,18.7,77
8891,20,1,18.7,73
2193,20,0,18.7,76
15714,19,0,18.7,42
5833,21,1,18.7,62
9854,15,3,18.7,57
896,21,0,18.7,57
2497,19,0,18.7,46
3613,20,2,18.7,100
9828,19,1,18.7,80
19188,15,5,18.7,38
1213,20,2,18.7,75
6737,20,0,18.7,87
18666,18,1,18.7,72
15557,18,1,18.7,63
1549,17,0,18.7,53
9767,21,2,18.7,97
1843,18,2,18.7,99
13799,19,0,18.7,74
2920,19,0,18.7,80
2541,21,1,18.7,82
5947,18,1,18.7,76
19197,20,1,18.7,109
16684,18,1,18.7,50
4673,20,2,18.7,63
13757,19,3,18.7,67
15538,18,0,18.7,64
1556,20,0,18.7,64
13720,7,3,18.7,43
13011,19,0,18.7,59
10298,19,0,18.7,72
2249,12,0,18.7,98
4188,17,0,18.7,58
2594,18,0,18.7,107
3341,12,1,18.7,79
12780,20,1,18.7,48
3182,20,2,18.7,90
13661,19,0,18.7,56
7074,20,0,18.7,95
3907,17,0,18.7,50
15771,19,2,18.7,37
12059,20,0,18.7,49
2901,21,0,18.7,53
9128,17,2,18.7,54
16462,19,2,18.7,62
5082,19,1,18.7,67
8962,18,1,18.7,71
19839,18,0,18.7,93
1503,18,0,18.7,74
7255,19,3,18.7,64
4170,20,0,18.7,55
17503,20,0,18.7,58
9561,21,1,18.7,63
371,20,2,18.7,56
28,20,0,18.7,63
14740,21,1,18.7,74
7241,18,0,18.7,105
1748,18,1,18.7,105
12019,19,3,18.7,49
17365,18,0,18.7,64
1727,18,0,18.7,59
18623,20,1,18.7,63
786,19,1,18.7,82
11943,20,2,18.7,73
14519,17,0,18.7,64
15685,20,1,18.7,104
11460,21,2,18.7,45
5994,18,0,18.8,126
11799,19,1,18.8,58
17285,18,0,18.8,58
13009,16,1,18.8,74
11632,19,0,18.8,57
16396,19,1,18.8,151
17300,19,0,18.8,58
19036,18,1,18.8,75
7033,18,1,18.8,52
18312,19,0,18.8,45
1521,19,0,18.8,89
16374,18,0,18.8,73
18197,20,0,18.8,56
15214,16,1,18.8,57
4300,19,0,18.8,77
18674,17,2,18.8,84
11851,21,1,18.8,82
1367,19,0,18.8,64
1559,17,1,18.8,59
6584,18,1,18.8,101
9107,19,3,18.8,73
4037,18,3,18.8,57
5036,17,2,18.8,46
16560,20,0,18.8,77
2882,20,2,18.8,96
18663,20,1,18.8,58
9186,19,0,18.8,51
4392,19,5,18.8,49
19414,16,4,18.8,71
19107,18,2,18.8,67
16277,20,1,18.8,42
2830,17,1,18.8,63
10599,16,3,18.8,57
15389,17,1,18.8,51
4000,20,1,18.8,50
18344,15,0,18.8,140
6455,18,0,18.8,63
11392,20,1,18.8,79
455,15,1,18.8,49
18834,17,1,18.8,69
17422,17,0,18.8,55
8492,20,3,18.8,48
3976,17,0,18.8,75
18847,18,6,18.8,50
13536,18,0,18.8,97
9462,13,0,18.8,92
7691,17,1,18.8,60
4520,17,0,18.8,59
14512,17,1,18.8,64
394,15,2,18.8,56
16178,20,0,18.8,111
13591,20,2,18.8,46
3579,20,2,18.8,59
19236,17,0,18.8,69
9533,12,4,18.8,44
9544,20,1,18.8,85
1110,19,0,18.8,59
9552,20,0,18.8,61
8343,18,3,18.8,44
366,19,2,18.8,81
3603,20,1,18.8,67
2146,18,1,18.8,98
13632,19,1,18.8,55
9589,19,1,18.8,72
15117,17,0,18.8,82
7888,20,0,18.8,70
4628,19,3,18.8,41
2610,20,2,18.8,45
4642,18,0,18.8,43
1803,19,0,18.8,63
6037,14,1,18.8,59
4648,20,1,18.8,41
8262,17,1,18.8,54
18761,17,1,18.8,61
8257,20,0,18.8,93
12740,20,4,18.8,51
11017,17,0,18.8,70
17584,18,0,18.8,57
58,16,0,18.8,54
4695,20,0,18.8,74
11001,17,1,18.8,91
3852,19,1,18.8,103
9732,20,0,18.8,86
5933,16,1,18.8,53
2178,19,3,18.8,71
9756,20,0,18.8,59
8221,18,2,18.8,67
251,20,2,18.8,47
247,20,3,18.8,101
4756,19,1,18.8,67
12426,18,2,18.8,48
19893,19,1,18.8,46
900,15,1,18.8,54
3809,19,1,18.8,65
2239,19,4,18.8,35
4803,17,0,18.8,40
10868,17,2,18.8,76
5794,17,1,18.8,44
9941,20,2,18.8,59
19908,18,2,18.8,67
2445,18,0,18.8,60
19914,20,0,18.8,114
10807,16,1,18.8,53
12211,18,2,18.8,67
15633,20,2,18.8,61
8101,17,2,18.8,44
5367,19,1,18.8,72
15923,19,2,18.8,69
12584,19,2,18.8,67
2360,20,0,18.8,41
144,20,0,18.8,54
12566,19,1,18.8,82
19941,19,3,18.8,50
7563,20,1,18.8,105
17722,20,0,18.8,60
3741,20,1,18.8,57
3549,20,1,18.8,106
2344,18,1,18.8,54
3473,20,0,18.8,46
14345,20,0,18.8,45
19498,20,0,18.8,75
2007,18,0,18.8,42
7594,17,0,18.8,92
15669,18,2,18.8,72
15017,18,0,18.8,60
15852,19,1,18.8,73
17776,20,0,18.8,71
3695,18,1,18.8,54
15821,17,0,18.8,92
12509,16,1,18.8,51
5015,16,1,18.8,61
654,19,1,18.8,41
14244,20,1,18.8,71
6874,17,1,18.8,55
18262,12,0,18.8,58
13081,19,0,18.8,100
3104,17,1,18.8,50
15241,20,1,18.8,60
4193,20,0,18.8,50
2206,20,1,18.8,70
6811,20,0,18.8,117
13178,20,0,18.8,96
19724,18,1,18.8,56
11656,17,2,18.8,60
10590,19,0,18.8,64
11646,17,2,18.8,45
12598,18,0,18.9,67
336,20,1,18.9,60
15381,16,0,18.9,59
3006,18,0,18.9,87
11455,15,0,18.9,82
1523,17,0,18.9,126
9404,16,1,18.9,59
6267,20,2,18.9,128
19576,19,1,18.9,66
11577,19,0,18.9,61
12868,18,1,18.9,53
4013,20,1,18.9,65
10701,18,0,18.9,98
9628,18,2,18.9,87
5155,18,1,18.9,75
6779,20,1,18.9,88
12401,18,0,18.9,73
8754,18,1,18.9,63
16903,15,0,18.9,82
10133,18,1,18.9,72
15452,19,3,18.9,66
2362,20,0,18.9,59
546,20,3,18.9,51
601,20,3,18.9,83
3345,16,1,18.9,89
17967,19,1,18.9,72
14924,19,1,18.9,52
9393,17,4,18.9,54
16963,17,0,18.9,79
18545,18,1,18.9,36
5219,19,0,18.9,82
8290,20,1,18.9,58
6940,19,1,18.9,92
15416,20,0,18.9,59
17345,20,1,18.9,75
314,18,0,18.9,50
8278,16,2,18.9,44
7298,17,2,18.9,75
5427,16,0,18.9,59
18840,15,1,18.9,49
7307,20,1,18.9,75
13747,18,2,18.9,62
9551,18,0,18.9,90
7310,19,0,18.9,69
15475,15,0,18.9,42
17575,20,1,18.9,61
6592,18,1,18.9,53
14692,19,2,18.9,62
6274,19,1,18.9,50
4568,20,2,18.9,60
1730,18,0,18.9,86
837,17,5,18.9,45
18398,19,0,18.9,75
12284,20,0,18.9,59
13483,16,2,18.9,73
10257,17,1,18.9,89
8503,19,0,18.9,83
19605,11,0,18.9,101
2245,19,1,18.9,75
12734,19,0,18.9,42
18148,20,0,18.9,54
9714,18,1,18.9,52
14424,18,1,18.9,62
3925,16,0,18.9,62
4701,18,3,18.9,82
16869,18,2,18.9,77
10447,19,1,18.9,54
6495,16,0,18.9,46
2880,19,1,18.9,80
16407,19,0,18.9,53
14561,17,1,18.9,65
2648,20,3,18.9,90
3514,19,1,18.9,57
4261,19,0,18.9,67
8534,20,1,18.9,58
12716,18,4,18.9,60
9268,16,2,18.9,75
2196,18,0,18.9,81
2039,16,1,18.9,42
1266,19,0,18.9,93
15751,18,3,18.9,44
6281,13,0,18.9,67
18090,19,2,18.9,60
1443,18,2,18.9,69
17018,13,0,18.9,55
16362,14,1,18.9,83
14188,17,2,18.9,106
16808,19,1,18.9,89
3381,20,1,18.9,125
5899,18,1,18.9,63
15307,18,0,18.9,38
15388,20,3,18.9,78
5887,17,1,18.9,56
8211,19,0,18.9,45
17448,16,2,18.9,60
3296,20,0,18.9,60
1855,16,0,18.9,51
8331,17,2,18.9,56
6489,19,1,18.9,73
10909,19,0,18.9,51
16928,14,3,18.9,58
11946,19,0,18.9,49
6989,18,1,18.9,63
18531,20,1,18.9,84
10289,19,3,18.9,105
12516,18,1,18.9,69
4775,14,0,18.9,64
19109,19,3,18.9,66
13323,18,1,18.9,61
17771,18,2,18.9,85
4383,16,1,18.9,55
223,16,0,18.9,71
5826,19,1,18.9,45
17183,16,1,18.9,84
9878,13,0,18.9,54
6522,14,2,18.9,47
9594,20,3,18.9,94
5516,16,2,18.9,38
17228,18,0,18.9,49
914,20,1,18.9,44
6091,20,1,18.9,65
5094,18,0,18.9,70
4221,16,1,18.9,84
2927,18,1,18.9,74
9932,18,1,18.9,79
8016,19,2,18.9,50
4309,20,1,18.9,58
16946,20,1,18.9,97
7056,17,1,18.9,53
18717,14,1,18.9,51
10653,20,0,18.9,48
5416,19,0,18.9,56
14228,20,0,18.9,87
17375,20,1,18.9,67
19060,17,3,18.9,50
5389,17,1,18.9,69
1250,19,0,18.9,80
421,19,1,18.9,78
11270,19,1,18.9,55
7490,17,0,18.9,70
11293,17,1,18.9,48
8039,18,2,18.9,89
10011,20,1,18.9,105
11078,20,1,18.9,94
16839,19,0,18.9,62
14047,20,0,18.9,68
14205,17,1,18.9,50
13263,20,1,19,41
14994,18,1,19,86
14305,20,1,19,91
19672,20,1,19,65
4008,20,1,19,72
16307,16,5,19,54
1515,19,0,19,61
18346,19,0,19,59
3807,17,1,19,71
6474,19,3,19,47
17446,19,1,19,58
16840,18,0,19,92
14599,19,1,19,61
1186,19,4,19,50
433,17,1,19,57
11854,20,2,19,70
17917,19,0,19,79
3543,18,0,19,86
7436,20,2,19,103
5259,20,3,19,101
5800,20,2,19,78
4995,18,2,19,63
7455,19,2,19,39
319,10,6,19,40
6192,15,1,19,79
15293,20,0,19,56
18900,13,0,19,48
16365,20,0,19,57
8007,19,0,19,78
18859,17,2,19,55
16781,20,1,19,60
12487,16,0,19,105
12082,20,2,19,77
2452,18,1,19,72
10837,15,0,19,45
4547,18,2,19,72
1050,20,1,19,88
13542,20,0,19,73
12336,19,0,19,63
8224,19,3,19,48
19307,20,0,19,59
7456,19,1,19,52
3887,20,0,19,42
1404,17,1,19,85
19457,13,2,19,79
2765,17,1,19,61
11858,13,0,19,47
12133,18,1,19,72
14112,20,1,19,75
6712,20,0,19,52
16809,18,1,19,66
6528,16,1,19,46
19053,16,0,19,62
17077,20,0,19,67
5565,19,1,19,46
5131,20,2,19,77
16669,20,1,19,52
11686,19,0,19,124
19556,15,1,19,51
5932,19,1,19,50
13274,19,0,19,75
9689,20,0,19,59
4716,19,0,19,63
6861,20,1,19,75
1938,20,1,19,84
12788,18,1,19,62
9078,20,0,19,53
13326,18,1,19,74
18040,20,0,19,51
14470,17,0,19,67
302,20,1,19,84
18556,20,1,19,78
7507,13,1,19,50
559,19,1,19,62
18638,19,2,19,69
4627,17,0,19,129
12351,20,0,19,60
5920,20,2,19,76
536,19,0,19,61
16567,18,1,19,49
1064,20,0,19,59
10645,20,0,19,49
9016,18,1,19,45
14455,20,0,19,75
768,20,0,19,69
14571,18,2,19,62
6943,16,0,19,84
387,20,1,19,45
12072,20,1,19,69
296,16,0,19,57
13468,14,1,19,72
6944,20,2,19,56
11227,20,0,19,92
18243,19,1,19,45
10076,16,2,19,111
14738,20,1,19,86
14645,20,3,19,49
19354,16,1,19,59
17556,18,0,19,65
14280,20,1,19,54
18687,20,1,19,45
1720,16,0,19,90
18624,20,0,19,100
3081,20,1,19,41
7090,20,1,19,51
14860,19,0,19,53
19289,15,1,19,52
16398,20,2,19,66
5630,17,1,19,46
16881,19,1,19,59
11071,18,3,19,43
5330,20,0,19.1,63
8357,13,1,19.1,53
14315,16,1,19.1,118
15769,19,2,19.1,75
8354,18,1,19.1,130
6227,17,0,19.1,73
12823,18,1,19.1,59
16830,15,1,19.1,64
7025,14,2,19.1,65
3577,17,1,19.1,64
1737,18,1,19.1,66
18869,20,2,19.1,69
15483,16,0,19.1,64
14294,19,1,19.1,72
16649,19,1,19.1,44
4566,20,2,19.1,75
6155,17,1,19.1,79
7245,18,1,19.1,92
1440,20,0,19.1,75
1270,20,2,19.1,61
4578,19,0,19.1,60
12908,20,0,19.1,67
17903,19,0,19.1,65
6119,18,1,19.1,49
14161,19,0,19.1,99
6111,19,1,19.1,66
2633,20,0,19.1,104
5323,18,3,19.1,45
515,18,2,19.1,56
15120,20,1,19.1,111
3911,19,2,19.1,54
13106,13,1,19.1,73
11501,20,0,19.1,65
11720,18,2,19.1,62
9619,19,1,19.1,72
3610,19,1,19.1,55
18908,17,3,19.1,58
15527,17,0,19.1,73
10322,20,3,19.1,56
16469,20,3,19.1,71
11041,20,0,19.1,50
9685,19,1,19.1,52
5993,19,0,19.1,85
9691,19,0,19.1,61
11693,20,1,19.1,50
13759,20,1,19.1,63
13762,19,1,19.1,55
4687,18,0,19.1,40
17213,17,1,19.1,59
18399,19,0,19.1,85
15716,20,0,19.1,53
17029,20,1,19.1,50
7658,18,0,19.1,50
19868,17,0,19.1,59
6947,19,0,19.1,66
661,15,2,19.1,48
629,20,1,19.1,79
16073,19,1,19.1,108
18937,17,2,19.1,53
10989,18,0,19.1,113
5906,18,0,19.1,85
14862,19,1,19.1,69
19878,19,1,19.1,77
14219,15,0,19.1,46
4326,18,2,19.1,49
5894,19,1,19.1,58
3394,19,3,19.1,62
12471,20,0,19.1,52
14881,18,1,19.1,83
7417,18,1,19.1,52
13851,19,0,19.1,66
5850,12,2,19.1,54
16700,19,1,19.1,71
12150,17,2,19.1,65
18572,18,4,19.1,40
18181,18,2,19.1,55
17003,19,0,19.1,42
1889,20,0,19.1,80
10329,18,6,19.1,48
10893,19,0,19.1,41
14297,19,1,19.1,65
541,17,0,19.1,50
14682,19,0,19.1,80
12268,17,3,19.1,55
10864,17,0,19.1,76
618,15,1,19.1,55
18708,15,2,19.1,58
19999,17,1,19.1,61
2437,18,2,19.1,68
13906,17,3,19.1,53
6631,20,2,19.1,49
19913,19,1,19.1,66
6632,18,1,19.1,107
5133,18,0,19.1,78
13922,18,1,19.1,121
15958,20,0,19.1,53
922,18,1,19.1,61
10013,20,0,19.1,67
10800,18,4,19.1,79
12193,17,3,19.1,115
6639,19,1,19.1,67
4858,18,1,19.1,62
6837,19,1,19.1,49
2986,18,0,19.1,80
1160,17,1,19.1,60
15635,19,1,19.1,42
4867,19,0,19.1,89
18740,19,1,19.1,69
15680,20,1,19.1,59
10061,18,2,19.1,61
18683,18,2,19.1,94
16975,18,1,19.1,73
10744,18,0,19.1,88
14138,18,0,19.1,81
4889,18,0,19.1,50
13996,17,1,19.1,53
8071,19,2,19.1,56
18698,18,2,19.1,52
10401,19,0,19.1,65
17248,20,0,19.1,64
5608,20,1,19.1,59
1980,20,1,19.1,81
126,19,0,19.1,61
3625,15,0,19.1,47
14353,19,2,19.1,72
17741,18,2,19.1,67
12312,18,1,19.1,72
16898,19,1,19.1,57
18538,18,0,19.1,64
1133,19,0,19.1,50
10666,19,2,19.1,46
16777,20,1,19.1,53
98,17,4,19.1,76
19019,18,1,19.1,47
980,20,2,19.1,52
10219,18,0,19.1,54
8005,19,2,19.1,72
19081,17,0,19.1,101
10402,18,2,19.1,51
19960,20,5,19.1,58
10241,17,3,19.1,105
7645,20,1,19.1,102
8732,18,3,19.1,55
4993,16,1,19.1,72
7914,19,1,19.1,58
6461,19,1,19.1,47
3993,17,1,19.1,56
8539,20,2,19.1,48
456,18,1,19.1,73
8553,19,2,19.1,59
2237,20,2,19.1,48
15022,15,1,19.1,53
4451,17,0,19.1,119
19244,17,3,19.1,38
12417,19,1,19.1,62
14550,19,2,19.1,69
12902,19,1,19.1,51
3253,15,1,19.1,49
19532,19,0,19.1,69
1320,9,2,19.1,64
5413,17,2,19.1,72
7193,20,0,19.1,84
12861,20,4,19.1,58
12354,20,4,19.1,49
9215,19,0,19.1,69
11870,20,0,19.1,102
14525,17,0,19.1,66
413,14,1,19.1,90
19311,17,1,19.1,77
15679,18,0,19.2,93
19519,19,0,19.2,64
16998,17,3,19.2,91
4620,19,1,19.2,82
5761,18,1,19.2,42
8158,19,1,19.2,62
13377,17,0,19.2,74
1922,18,1,19.2,60
13016,16,1,19.2,62
1916,17,4,19.2,43
5377,20,1,19.2,119
14068,19,1,19.2,83
12519,18,0,19.2,97
3108,12,1,19.2,57
26,18,1,19.2,47
13887,17,0,19.2,42
8937,18,1,19.2,44
17831,20,2,19.2,53
2903,20,0,19.2,78
213,19,3,19.2,66
17466,19,2,19.2,61
2017,19,0,19.2,52
19503,18,4,19.2,56
220,20,1,19.2,47
19977,19,1,19.2,63
18013,15,0,19.2,60
16559,17,3,19.2,56
13533,13,0,19.2,39
7431,17,1,19.2,62
12943,20,1,19.2,47
10908,19,1,19.2,85
18018,19,0,19.2,70
1015,19,0,19.2,43
14119,18,0,19.2,81
15021,18,2,19.2,60
7988,19,2,19.2,56
6531,20,2,19.2,114
14084,20,0,19.2,47
14882,20,2,19.2,58
6994,13,1,19.2,87
2506,18,0,19.2,58
10436,20,1,19.2,86
10941,19,0,19.2,77
7409,17,0,19.2,74
9262,19,0,19.2,49
8979,15,1,19.2,49
5348,20,0,19.2,53
14314,20,2,19.2,83
7398,20,1,19.2,59
13813,20,0,19.2,136
13802,17,1,19.2,77
19361,19,1,19.2,57
18611,19,1,19.2,71
17342,19,0,19.2,78
2821,19,1,19.2,58
19844,19,0,19.2,85
756,20,0,19.2,46
7384,16,2,19.2,59
4714,18,1,19.2,50
12457,17,1,19.2,81
1836,18,0,19.2,62
15445,19,0,19.2,107
528,17,2,19.2,66
14480,17,0,19.2,48
998,20,2,19.2,66
15322,19,0,19.2,44
14653,19,2,19.2,61
13778,20,0,19.2,69
13776,20,1,19.2,59
8416,13,2,19.2,40
2284,20,0,19.2,69
11379,18,1,19.2,51
15317,18,1,19.2,71
8242,19,1,19.2,92
18733,18,2,19.2,86
5963,19,0,19.2,50
13763,19,0,19.2,89
13101,19,0,19.2,62
15395,18,1,19.2,60
5390,19,2,19.2,59
3870,16,0,19.2,59
7846,19,0,19.2,62
735,19,2,19.2,72
11114,19,2,19.2,66
10388,13,2,19.2,45
15688,17,2,19.2,58
14843,20,2,19.2,57
6383,14,0,19.2,94
6153,20,0,19.2,68
19275,19,1,19.2,55
6526,20,0,19.2,64
10381,13,1,19.2,73
19091,19,2,19.2,95
7860,13,1,19.2,87
4365,20,0,19.2,85
3881,18,2,19.2,40
9378,20,2,19.2,112
17492,19,1,19.2,86
16479,19,1,19.2,50
1097,18,0,19.2,82
13737,17,0,19.2,57
9661,20,1,19.2,78
6941,20,1,19.2,61
6551,19,0,19.2,111
8823,20,0,19.2,56
4,18,1,19.2,60
5388,15,2,19.2,41
15225,20,1,19.2,84
19940,20,1,19.2,52
19491,20,1,19.2,104
10728,20,2,19.2,56
5664,20,1,19.2,76
17697,20,1,19.2,56
8883,19,0,19.2,58
12589,19,1,19.2,56
15271,17,2,19.2,72
17725,19,2,19.2,61
19575,19,1,19.2,72
3260,19,0,19.2,70
15895,18,1,19.2,80
6335,18,0,19.2,60
17439,18,0,19.2,85
2382,18,0,19.2,63
613,19,0,19.2,142
16670,16,0,19.2,59
171,19,1,19.2,68
10141,19,1,19.2,53
12219,20,1,19.2,71
4924,18,0,19.2,59
13233,17,0,19.2,47
4629,20,0,19.2,95
9021,20,1,19.2,46
5690,18,1,19.2,73
17331,20,2,19.2,72
10693,20,0,19.2,58
5319,19,0,19.2,92
9063,19,0,19.2,77
4045,19,1,19.2,66
3620,12,3,19.2,50
1940,19,0,19.2,69
4186,18,0,19.2,59
13154,19,0,19.2,57
16434,17,5,19.2,68
13912,17,2,19.2,47
5028,18,0,19.2,89
7578,12,2,19.2,46
425,19,2,19.2,75
3729,20,2,19.2,45
14055,20,0,19.2,83
17352,20,0,19.2,104
14779,19,0,19.2,68
3727,17,1,19.2,45
16531,18,1,19.2,45
11081,16,1,19.2,66
16953,20,1,19.2,84
11551,18,0,19.2,69
14283,18,2,19.3,74
14207,18,1,19.3,37
14246,18,1,19.3,45
109,18,3,19.3,86
449,16,0,19.3,62
19769,18,0,19.3,70
527,19,0,19.3,68
19735,19,1,19.3,71
821,19,0,19.3,84
973,17,1,19.3,42
1074,16,1,19.3,104
1077,19,1,19.3,45
1581,19,3,19.3,54
1624,18,1,19.3,65
1648,18,1,19.3,51
1750,18,0,19.3,65
1771,18,2,19.3,64
19192,18,1,19.3,55
1896,18,1,19.3,83
19168,20,0,19.3,73
1965,20,2,19.3,84
19032,19,1,19.3,69
2281,16,0,19.3,58
18970,20,1,19.3,63
2953,20,0,19.3,51
2962,18,0,19.3,44
18760,18,1,19.3,86
18716,20,0,19.3,79
3105,20,1,19.3,51
3131,20,0,19.3,66
3214,20,3,19.3,64
3215,16,0,19.3,102
18628,19,4,19.3,78
3335,19,1,19.3,70
3409,18,0,19.3,105
3448,18,2,19.3,58
3493,19,1,19.3,60
18452,18,2,19.3,47
18442,19,0,19.3,63
18441,20,0,19.3,110
3802,18,1,19.3,52
4010,16,0,19.3,68
4128,15,1,19.3,70
4147,19,0,19.3,64
18238,19,2,19.3,41
4288,18,0,19.3,65
4350,18,0,19.3,74
4364,20,2,19.3,90
18159,20,1,19.3,92
4633,19,0,19.3,70
18063,17,0,19.3,105
18050,19,1,19.3,54
4744,18,0,19.3,83
17978,18,1,19.3,57
5098,15,1,19.3,53
17875,19,1,19.3,66
5320,20,1,19.3,53
